ROW_NAMES
POLA2
ZC3H3
CAPN1
ACP3
MDH1
SLC30A9
MTMR11
COX15
CCDC88C
YAF2
ZMYND11
WAS
DPEP1
BID
MATR3
NPC1L1
XYLT2
RGPD5
STMN4
NUDCD3
ISL1
CHDH
IL20RA
CLCA1
CLCA4
GLT8D1
ATP2C1
IGF1
SLC38A5
RALBP1
RUFY3
CNTN1
SLC11A1
WWTR1
AGPS
ZNF806
STEEP1
ATP1A2
TTC27
ZNF582
VSIG2
PHLDB1
MARCO
CYP24A1
PRDM11
SYT13
SNAI2
CD74
HGF
ZRANB1
NCDN
ADGRA2
CCT8L1P
ZFP64
MNAT1
SAMD4A
RUNX3
MRE11
PLEKHB1
SERPINB1
CYP3A43
SLC7A9
SPAST
NRXN3
OSBPL5
AQR
CPS1
C8B
FHL1
RTF2
GABRA1
NLRP2
SLC45A4
RNF10
ZNF839
ZDHHC6
GRAMD1B
RNH1
NDUFS1
RB1CC1
ERP44
ALAS1
BIRC3
AKAP11
GLRX2
SNAPC1
DERA
STRAP
ABCC2
DEF6
PLEKHO1
GCLM
UBR2
EHD2
DEPDC1
CCDC28A
RRAGD
HSF2
PHF20
HSD17B6
NR1H3
TYMP
NCAPH2
TOMM34
SEC63
KPNA6
VIM
RTEL1-TNFRSF6B
FAS
RNASET2
CD44
KCNG1
AGPAT4
SLAMF7
BTN3A1
MIPEP
PRKCH
INSRR
IFNGR1
B4GALT7
SH2D2A
VRK2
TNFRSF1B
VEZT
POU2F2
BRD9
SNX1
TBPL1
ARNTL2
BCLAF1
SLC39A9
ANK1
IBSP
TFB1M
RABEP1
HMGB3
NUP160
BAK1
MUSK
IKZF2
GRN
FAM13B
ARHGAP31
CENPQ
SARS1
RANBP3
ARID4A
EIPR1
PNPLA6
IFT88
ALG1
ZCCHC8
ABCF2
CHPF2
LRRC7
FUT8
UBA6
GAB2
ATP6V0A1
PIAS1
SLC4A7
APBA2
MAP2K3
EFCAB1
TMSB10
ASTE1
RNF19A
PEX3
GABARAPL2
MYOC
SH3YL1
FAM136A
VCL
DEPDC1B
DAPK2
NSMAF
ADSS2
STAP1
TIMP2
RFC1
TBC1D23
CUL3
MYOM2
OTC
CYP46A1
ZZZ3
SLC18A1
USP2
CASR
TUBG2
RPL26L1
FLT4
NSUN2
FBXO42
MFAP3
MRI1
METTL1
HOXC8
AGA
PI4K2B
BOD1L1
MAT2B
TLL1
EDC4
TRIO
VCAN
CLEC16A
MSR1
CDH1
MTREX
DNAH5
ZFYVE16
RIPOR1
C6
RAI14
SOX30
PNKP
BEST2
PHLPP2
SPDL1
STAU2
SLC66A1
CTNS
RTN4R
PHF23
CDH10
INPP4A
RAB27B
PSMA4
MYO16
LSG1
PARP3
TNC
THAP3
RIPOR3
TDP1
AIFM2
C2orf83
SPATA7
MED17
RETSAT
CAPG
AP2S1
USH2A
ZPBP
TG
ADAM28
BARX2
DCUN1D1
JADE2
ZIC2
LCP2
TRIT1
ADRB1
GUCA2B
CUL7
CTNNA1
PHKA2
CNTLN
EPHA3
HSPA5
DSG2
GEMIN8
OFD1
GPM6B
MAGEC2
PREX2
WDR37
YTHDC2
CTPS2
ATP6V1H
POLR2B
FAM214A
ARAP2
TPR
CP
KATNIP
DTNBP1
XK
ANO2
C12orf4
SCML1
WWC3
ARHGAP6
FAM184B
MAP4
GOPC
ROS1
USP28
HDAC9
TSPAN17
NOP16
CC2D2A
RRM2B
ZNF800
TNFRSF17
SNX29
LMO3
MRPS10
GUCA1A
LOC118142757
RSF1
VPS13D
CELF2
FAM120A
R3HDM1
COL9A2
KITLG
ERCC8
ADAMTS6
H6PD
VAMP3
PER3
UTS2
TNFRSF9
EPN3
LTBP1
RCN1
ELN
RFC2
ARID1B
CLPTM1L
NEDD4L
FOXP3
PPP1R3F
HEXB
PTCD2
NEXMIF
JKAMP
DKK3
ARHGEF5
NFE2L3
MCUR1
LIMA1
LETMD1
SLC4A8
LAMC3
PTGER3
TNIP3
MAPK9
COL23A1
BCAR1
FHIP1B
HERPUD1
HOMER3
RAD51
POLQ
PIK3CB
CYBA
THOC3
HEBP2
MPHOSPH9
PLEKHA5
PRSS8
SIKE1
RRP12
FNIP2
MSMO1
TTC17
ALX4
FSTL4
FOXN3
METTL24
AKR7A2
MRTO4
NNAT
USE1
MCF2L2
NRIP2
LAMA3
AP5M1
ANAPC4
KCNQ1
TRAPPC3
THRAP3
PHPT1
ENTPD2
LY75
ARID4B
OPN3
SDCCAG8
PTPRN
HHAT
KIF1B
FOXC1
TBC1D22A
SYNE2
PLEKHH1
ATP9A
SPO11
CBLN4
CHRDL2
FAM168A
RELT
GALC
NOP58
SZRD1
KCNH2
CUL1
FAM114A2
CYFIP2
TAB2
GINM1
EIF2AK2
USP36
KMT2C
MCOLN3
CCDC85A
PUM2
MRPL43
ITIH4
ITIH1
HPF1
ZFR
ZNF280C
NPFFR2
PHF21B
TRAF1
RC3H2
IL17RB
TRAF3IP2
GYG2
DCBLD2
SERPINB3
SOAT1
PKP2
MSH4
F7
GDI2
PRDM1
ATG5
TMCC3
PITHD1
MTA3
USP13
ATP11B
LAMC2
CDK14
SEC61A1
PPP1R12A
RASGRF1
CAMK2B
CROCC
POLR3E
ATP2B4
ZC3H11A
RIOK2
YIPF1
NDC1
DGKG
FLYWCH1
UNKL
TBXAS1
PARP12
ALDH18A1
TARBP1
GATB
MXD1
CDK17
DNAJC25
SLC2A3
PSD
CTDP1
YBX3
STYK1
WNK1
RPS17P5
CCAR1
OGFR
GNA15
CREB3L3
PIGV
PTPRU
SNRNP40
RIMBP2
COL11A1
QSER1
MPC1
ACAA1
BCAT1
HDAC7
LZTS1
PRDM6
WNT8A
SPAG4
NCKAP1
MRPS35
GUCY1B1
SFSWAP
TNK2
MON2
CDH3
ARSF
GPBP1
DGAT2
ZNF112
CS
LTK
MRPS24
ELMO2
WAPL
VMP1
APPBP2
POLD1
SEZ6
EIF4B
SLC6A16
BICRA
SPHK2
RPL18
CA11
ISOC2
U2AF2
EPN1
MED29
AHRR
GSC2
ZNF275
LOC105373378
MTMR1
GPC1
ADCK1
HAGH
RNF4
CASP8
LIMCH1
INTS13
TM7SF3
DLX3
SPA17
TSPAN32
CCN5
DMRT3
ST3GAL6
ATP2C2
NGFR
CDON
TAF2
HIPK2
TNPO3
RFXANK
TMEM161A
LPAR2
CTSA
SUGP2
SLC12A2
SNX24
EYA2
CNN2
ABCA7
SNCAIP
DDX20
BTBD1
FAR2
BCAS1
POU1F1
CHI3L2
SBNO2
PMS1
HMG20B
CALCRL
TAF11
ANKS1A
AP3D1
ZNF76
SLC9A3R2
NTHL1
UHRF1BP1
GNAI3
IPO5
OAT
WDR3
PKN2
WDR18
TRAM2
NTN1
GLP2R
MCM10
DGKA
ERBB3
ROPN1
ANKRD44
KARS1
ADAT1
PDIA5
TBC1D22B
NDUFB4
SPEN
MYLK
ZC3H15
MAP2K4
PACC1
SNAP91
SLK
CYB5R4
COL17A1
GSTO2
SEC61A2
PRKCQ
TLE2
ASB1
FAM107B
ME1
TBC1D1
CDK13
MTHFD2
SLC9A7
FOXJ2
YBX1
PDE4A
PPP2R5A
CTNNA2
ELAVL1
TIE1
DIP2B
SMARCD1
KDM4A
NFYC
ZMYND12
SLC9A3
NGEF
ASPM
CD84
ELOVL1
SPI1
POLR1H
MPPED2
CLDN18
ZBTB11
ATXN3
GOLGA5
FGFR2
LRRC40
ISOC1
EML1
TRMT11
THUMPD1
MSANTD3
KIF26A
ATG2B
ARFGEF1
ACSM2B
ZFAT
MTFR1
STAG3
FECH
MYO9A
DDX3Y
PFKP
IDI1
SP100
KLF6
PLPP1
NEO1
TRAM1
PHKA1
TNFRSF1A
CACNB1
EVI5
STOML1
PKM
DHX29
DNTTIP2
METTL22
TP53BP1
TRO
RRP15
RHOA
DHX8
PMS2P4
PRKCZ
ZFY
IARS2
SYT1
NAV3
IDH3G
ROGDI
PDZD4
ATP2B3
ROCK1
CBFB
PDK3
HYAL2
HDAC4
RASSF1
FGFR3
IFI35
HEATR6
COASY
PLEKHH3
MEF2A
OTUD5
TFE3
TBC1D25
ACSL4
INPP5A
GPKOW
GRIPAP1
FTSJ1
PRR11
REEP1
ATP11A
POLR1A
LAPTM4A
TTC7A
IP6K2
STON1-GTF2A1L
SRBD1
KIF2A
RASGRP2
PSME4
IFT80
SIRT2
ERLEC1
PPP2R5B
PYGM
PAGE1
PITX1
TRPC7
MAST4
ADGRF5
SDK2
ADAM7
NUP133
NUCKS1
VPS35
DNAJA2
BCL3
KCNAB2
ABCC9
GAL
CLEC2D
FUNDC1
MAOB
RORA
DRD4
TGFBR3
PLA2G10
HES2
ATP1B3
NEDD4
PIGB
MAPK6
GNB5
RAB27A
HDHD5
UFD1
LRP6
GUCY2C
SCT
PHRF1
ELP1
NUCB2
PFN2
PTPN3
SPTB
DAPP1
FGF10
SLC44A1
TMEM260
SMG6
EXOC5
CLTCL1
FGF22
FSTL3
DGCR2
RNF126
MNT
ZXDC
JMJD6
POLB
ST6GALNAC1
WIPI1
FRMPD1
GBA2
NDST1
ASNS
AP3M2
CNGB1
ST6GALNAC2
CHAT
PABPC1
TESK2
CFAP20
CSNK2A2
PTPN21
EIF2B3
CAMK2A
TCOF1
CDC42
OSBPL3
EPHA8
SLC12A3
RAD18
ATP2B1
TRPM5
NCK2
MAP4K4
MGAT4A
RPL31
WDR1
SNX13
MS4A12
ARHGAP10
RPS6KA2
ING3
VASH1
LMCD1
BUD23
SEL1L
TRIP13
ATP6AP1
TCF3
TRIB2
DAZAP1
MBD3
PRLH
HLTF
FAM50A
FAM3A
CPSF1
MYO3B
CYBRD1
CDH19
PDCD2
SLC6A15
RDH11
PRKACA
ADGRL1
SPP2
ACTN1
ZFYVE26
RPS6KA6
EPN2
PTPN18
LIMS2
ASIC4
SPEG
LNX1
ALDH3A2
TFRC
SREBF1
TRPC5
AFF4
UBE2D1
PALS1
RHOBTB1
SMC1A
HSD17B10
MARK2
HMMR
CHFR
TRHDE
P4HA2
FCGR2B
NFATC3
TRNT1
ACADVL
STK10
FBXW11
ACAP1
CRMP1
EVC
DERL2
SIDT1
NDE1
IRAG1
TMEM38A
AP1M1
PVR
XRCC1
SCARB1
CYP2W1
MCM2
MOV10L1
PANX2
SELENOO
TP63
ALPK1
LLGL2
PDE8A
CLCN4
NLE1
SDHA
SMARCE1
FNDC8
GSDMB
KDM5A
ADAM11
PPP2R3A
FERMT2
ABCB11
DHRS9
CD5L
PTGS2
IGF2BP2
MAP3K13
ST6GAL1
TBX21
FRY
PICALM
NSF
GLI2
CLASP1
MRPS34
NOTCH3
CLNS1A
PPP2R2C
TEAD2
EED
CDHR2
SNCB
TSG101
NCBP3
ATP2A3
CA12
MGLL
NTN4
BCS1L
NUAK1
DPP8
SLC24A1
ZNF532
SCARF1
LMAN1
HACD3
IPCEF1
ZZEF1
NOX3
ENO1
SLC12A1
MYDGF
ANO8
TUBE1
ARHGEF10L
TXK
WSCD2
KCNQ2
TACR2
ACTR6
TIPIN
SRI
EIF4G3
NUP37
SEMA3A
GTSE1
SEMA3C
TTC38
ACAT1
GRAMD4
CELSR1
WNT8B
ZNF638
SLC25A40
TIMM21
ADD2
FGF4
RASAL2
VPS9D1
ZNF37A
MARK3
SLC25A3
FNDC3B
FOSL2
CACNG5
CACNG4
FRYL
TMEM131
FSCN1
ACTB
MOCOS
PLD1
ATP12A
WDR62
DLG1
RAB7A
BCAP29
SEC31B
SART3
ARHGAP15
TUBA3D
PAX2
EXOSC7
KIFAP3
MKRN2
MCM6
REXO2
RBM7
RBMS2
BAZ2A
PTPN23
MLH1
UNG
FMO4
KLHL20
RGS11
SLC46A1
PLXNA2
SPAG5
ANKRD13A
TPD52
ACACB
TRAF4
PAG1
GPATCH1
ICAM3
NT5C2
MCAM
GPC4
MBNL3
CAMSAP3
RAP1GAP
XAB2
ARHGEF1
LOC100505585
STXBP2
MAP2K7
NMRK2
DGKD
CTTNBP2
ACTL6B
RARB
TOP2B
TM9SF3
NFKB2
UBE2T
PPP1R12B
DNAJC10
GTF3C1
IL4R
USP33
PAK3
CAPN6
DCX
SNRPA
SPAG6
EXOSC5
DYNC1I2
APBB1IP
LRCH4
FAM76B
SIRT6
TYR
POLD3
ACTN2
CAPZB
GPR137B
NAALAD2
JADE1
SLC25A43
UBE2A
FGFR1
FKBP6
SMC1B
FBLN1
ITGA8
CST7
MAP2
PIAS2
AMPH
ARAF
MCCC1
LAMP3
FAP
NEBL
ACER3
UBE2K
PIK3C3
N4BP2
TIGAR
TULP3
SYNJ2
ADCY2
PPP2R5C
PMS2P1
RBFOX1
GNB1
HOXA9
EDN1
MLLT10
ZCWPW1
ADCYAP1R1
FGF20
P2RY10
ITM2A
NRDC
VDAC3
PCM1
TNRC6C
CBFA2T2
BRINP1
ITCH
PKD2L2
TP53INP2
SDF4
MYH7B
BPIFB2
TP73
TOLLIP
UBE2D4
CLUL1
RUNX1T1
CDH17
THOC1
FKBP7
OSBPL6
SLC1A3
XRCC5
LXN
SP140
MKNK1
TNS1
REXO1
SAR1A
CDC14A
RAPGEF3
CEACAM1
SENP1
DUSP13
CIC
LIPE
FDFT1
PAFAH1B3
OPHN1
AFM
KIF22
SCGN
CARMIL1
PGM1
DDX1
DNM2
EPB41L2
RIMS1
MOXD1
STX7
RABL2B
KEAP1
DDX43
PTPRH
DCT
SLC35C2
CRYBG3
EPHA6
SCTR
RFX3
RIF1
RAB21
SLC4A4
SMARCA2
RDH8
SESN1
MID2
DNAAF6
COL5A3
SRCAP
PUM3
CPB2
CHRNA3
KCNN2
CNOT4
PSEN1
CPOX
CLDND1
MOK
HSP90AA1
RBL1
DLGAP4
IGSF9B
CFHR2
CROCCP3
NDC80
AP4E1
RSBN1
MAGI3
CXCL2
AFP
COL4A4
TCF7
OSTM1
CDH7
IMPG2
PCNP
EXD2
ARG2
MEF2C
PTPRC
CACNA1S
PKP1
UBA5
STK17B
CDC14B
ZNF510
LRP2
ZNF506
JMJD4
DUSP12
AACS
DELE1
SLC13A1
CADPS2
PCDHB4
PCDHA6
PCDHGA2
HSPB11
PHLPP1
ATP8B1
IL12RB2
SMARCD3
WDR70
FYB1
MPP4
STRADB
BZW1
PGR
C1QTNF3
ME2
C5orf22
CCNT2
FAM135A
COL19A1
EPB41L3
COBLL1
DLG3
KCNK2
SERTAD4
TRAF5
MRPL22
GEMIN5
OPRK1
NFE2L1
SEMA5B
GSK3B
ITGB5
ERC1
XPO1
LINC01587
RNF13
TRPM3
PALB2
DOP1A
LYRM2
BCKDHB
KAT6A
TUT7
ULK2
GRHL2
TNPO1
PLOD1
P2RX5
ITGAE
DIS3
PIBF1
TDRD3
NUFIP1
PDS5B
OXCT1
RRAGB
EPYC
CYLD
SLC27A5
ZNF324
ZNF671
ZNF416
ZNF586
ZNF446
ZNF264
RPS5
FAT1
YTHDC1
CHMP2B
SMAP2
PPIE
ZMPSTE24
STARD7
NOA1
REST
HAL
SSH1
GSTP1
APLP2
FAM234B
SLCO1A2
WBP11
EIF3I
NKAIN1
COL16A1
TXLNA
APOB
NCOA1
AGBL5
EFR3B
KIF3C
RAB10
GCKR
HADHA
MAPRE3
CAD
CD59
CD82
BCORL1
ATRX
AK6
FCN1
MYNN
MECOM
SCAMP1
PREP
HACE1
SEH1L
WDR47
WDFY1
OVGP1
SLC25A24
MAP3K4
PILRA
IGSF9
ABCB1
ZNF213
AKR1B1
CPNE3
RRN3
CTTN
WNT11
MTIF2
DDHD2
TTC39A
EPS15
ORC1
MGST2
CHERP
ATG16L1
USP40
POMGNT1
RAD54L
MAST2
DNAJA1
B4GALT1
CHMP5
NFX1
AQP6
DIMT1
IPO11
IPO11-LRRC70
FOLH1
EIF2AK1
NME8
EPDR1
SNX10
SEPHS1
MRPL28
HBQ1
ITPKC
CEACAM6
FAT2
RBM22
TMED2
ERO1B
ZFAND6
HSD17B2
TXLNG
PPEF1
LAT2
HUWE1
ZW10
ALG9
MYBPC2
NOX4
ACOX3
MTMR2
PPP1R15A
HSD17B14
TRIP6
ACHE
FTL
SRRT
BAX
NLK
PIGS
ADAMTS2
TMPRSS11E
ATXN7L3
PGS1
PSMC5
UIMC1
CETP
MMP2
MT3
LPCAT2
GNAO1
OGFOD1
SH3BP2
NOP14
ADD1
L2HGDH
TXNDC16
RTRAF
NID2
GMCL1
SF3B2
KLHL42
GNAS
DNM1L
PTHLH
PHACTR3
ERGIC2
TFAP2C
AURKA
CASS4
PIR
AAMDC
RFX2
METTL2A
SULT2B1
ALG6
CNOT3
GP6
PTPN4
DDX18
KHSRP
GNA11
ASAP3
EDEM2
MMP24-AS1-EDEM2
DNMT3B
REM1
TPX2
FER1L4
PDRG1
EPB41L1
SLC15A1
DOCK9
ANKRD10
TGDS
DOCK3
C3orf18
COQ9
TMEM40
KIF9
ARHGAP28
CRLS1
DEFB127
PPP1R13B
ATRN
SMOX
SIGLEC1
FKBP1A
NSFL1C
SLC4A11
DNAAF9
ZNF343
EBF4
CPXM1
MAVS
LZTS3
F11
XRN2
KIZ
DYNLL1
TESC
SNX5
RPL6
SIRPG
MAPKAPK5
P2RX7
ESF1
RBBP9
ANAPC5
SLC23A2
SLC8B1
TMEM230
DZANK1
KDM2B
CFAP61
LHX5
TASP1
OAS1
GCN1
RPLP0
PXN
SIRT4
RPH3A
KIF16B
TRMT6
CHGB
PEBP1
TBX5
BRAP
ERP29
NOS1
FUS
IGBP1
FXYD5
ZNF302
GRAMD1A
FXYD3
HEPH
CDIP1
CMTM1
KCNH4
GANAB
GMIP
RBM41
BIRC5
LAG3
MLF2
OTUB2
DDX24
ZBTB25
NECAP1
ARHGAP4
ANKRD24
DHX32
RCOR1
GPATCH2L
LTBP4
BLVRB
SLC9A1
SPTLC1
PAPOLA
CCNK
PCBP4
RGS1
YPEL3
MRPS33
NDUFB2
NUDC
MAEA
ICAM1
STRN4
IRAK3
LYZ
SI
MUL1
TFAP4
PDCD7
SPG21
FETUB
DNAJB11
P3H2
THPO
CHRD
FLT3LG
RAB11FIP3
GNPTG
ZNF268
GOLGA3
PABPC4
CD209
CERS4
MCOLN1
USP48
EFNB1
PDPR
AARS1
GLG1
KIF4A
TNRC6A
PLEKHG2
DLL3
NAT14
PITPNM2
EXOC1
RBM27
POU4F3
OSBPL8
DTX2
NLRC4
PUS7
LAMB4
NRCAM
LAMB1
SLC26A4
SLC26A3
DLD
WDR7
TXNL1
IL5RA
ABCC6
CMTM6
ITGA6
RAPGEF4
MAP3K20
SMPX
FH
SEL1L3
TF
CDV3
MYO15A
ALKBH5
APOH
NLRP1
PITPNM3
SPAG7
ORC6
ZFHX4
SLC17A6
CPA1
ZC3HC1
ESR1
RGS17
ANGPT2
TMEM101
CD200
CCDC80
CMA1
PSME1
PPP2R3C
HAUS4
JPH4
MYH7
CEBPE
SLC7A8
OSGEP
SLC22A17
RNF31
SCFD1
G2E3
HECTD1
HNRNPC
RPGRIP1
SUPT16H
TOX4
GEMIN2
TGM1
TINF2
DAZL
TBL1Y
SEMA6A
TRPM7
TYRO3
WDR76
CAPN3
SNAP23
TBX15
PHGDH
COL9A3
EZR
MYL6
AGO1
TEKT2
CLSPN
RFFL
UNC13D
MFSD11
DPYSL2
TGFB2
GPATCH2
NUP50
CDC45
COMT
ADA2
VNN3
ECHDC1
LRRFIP2
SEC22C
XYLB
HDAC6
OR1I1
GABRP
KRT31
CDC6
UPRT
CDC23
AAAS
CBX5
FMO2
SUCO
MSH2
MAP3K1
DHPS
HOOK2
NXPE1
ARCN1
EPB41L4B
TMEM38B
PSMD5
PTGS1
NUP188
CRAT
SH2D3C
NANS
TBC1D2
WHRN
PDE6C
CWF19L1
SEMA4G
BTAF1
IKZF5
BLNK
TLL2
CYP26A1
TDRD1
SORBS1
CRTAC1
BAMBI
IL11
MYO3A
WAC
CREM
NUBP2
TPSD1
SMIM24
HIVEP1
TREM2
KCNK16
CRISP3
FKBP5
SRPK1
BRPF3
MRPS18A
PGC
TMEM14A
EFHC1
NCR2
HSP90AB1
MLN
CDC5L
ITPR3
ZNF184
DSP
SIRT1
HNRNPH3
IFT74
JAK2
IL12RB1
ABL1
ACOT7
SH3GLB1
CDC7
SYDE2
PCSK5
SCD
TMED1
ABLIM1
ERMP1
RAB18
NRP1
HSD17B7P2
PRTFDC1
PALMD
TSPAN15
MACROH2A2
WASHC2A
MAST3
MZF1
OCEL1
MYO9B
KCNK6
CATSPERG
PSMD8
FBXL19
STX1B
HSD3B7
SETD1A
BCL7C
MAGEB2
EFNA2
CIRBP
ATP5F1D
CBARP
PCDH11Y
AMELY
PRKY
IGFALS
HNRNPM
MARCHF2
NDUFB7
TECR
TIMM13
CDC34
MTAP
MISP
CEP170B
POLR2E
POLRMT
HCN2
CDHR5
IZUMO4
RASSF7
GADD45B
PALM
MADCAM1
IGF2-AS
MKNK2
ARVCF
TRMT2A
RANBP1
ZDHHC8
KLHL22
MED15
SERPIND1
SNAP29
CRKL
LZTR1
MMP11
CECR2
SMARCB1
P2RX6
DERL3
SLC7A4
BCL2L13
DDTL
DDT
DDTL
GSTT2
OSM
CABIN1
TBC1D10A
SUSD2
SF3A1
GGT5
RNF215
SEC14L2
SEC14L3
SPECC1L
PPIL2
UPB1
YPEL1
SNRPD3
PES1
MAPK1
GGT1
PRODH
PPM1F
SLC35E4
TOP3B
CRYBB3
CYTH4
ESS2
CRYBB2P1
MFNG
CARD10
LRP5L
SLC25A1
GRK3
PLA2G3
LGALS2
GGA1
HIRA
SH3BP1
SEZ6L
LGALS1
HPS4
PIK3IP1
SRRD
PATZ1
TRIOBP
TFIP11
GCAT
GGTLC2
CRYBB1
ANKRD54
EIF3L
SNU13
MICALL1
POLR2F
SOX10
CCDC134
DEPDC5
PICK1
TTC28
SLC16A8
CENPM
SEPTIN3
SLC5A1
TPTEP1
LOC112268292
SLC5A4
KDELR3
CYP2D6
LOC107987478
LOC107987479
DDX17
DMC1
TCF20
HSCB
CBY1
TOMM22
RSPH14
XBP1
RTCB
JOSD1
FBXO7
GTPBP1
POLDIP3
RAB36
TIMP3
PPP6R2
SBF1
SUN2
CYB5R3
DNAL4
C22orf31
MIOX
LMF2
RHBDD3
PACSIN2
TTLL1
RASL10A
AP1B1
HMGXB4
TOM1
NEFH
CHKB
BIK
HMOX1
MCAT
THOC5
MCM5
APOBEC3H
ARSA
TSPO
RASD2
TTLL12
CBX7
PDGFB
ACR
CABP7
RPL3
ZMAT5
RBFOX2
SYNGR1
TAB1
ASCC2
MTMR3
MIEF1
APOL4
PNPLA5
APOL1
PNPLA3
MYH9
CACNA1I
SAMM50
TXN2
FOXRED2
GRAP2
EIF3D
TNRC6B
SGSM3
IFT27
PVALB
KIAA0930
NCF4
CSF2RB
SLC25A17
UPK3A
FAM118A
KCTD17
ST13
IL2RB
RBX1
EP300
L3MBTL2
CHADL
RANGAP1
ZC3H7B
PHF5A
ACO2
POLR3H
TRMU
PMM1
DESI1
CERK
BRD1
ZBED4
MLC1
HDAC10
KCNK10
ABHD4
KHNYN
FKBP3
SDR39U1
CTSG
GZMH
GZMB
RBM23
PRMT5
COCH
AP4S1
POLE2
VCPKMT
SOS2
CDKL1
NIN
PYGL
TRIM9
PSMC6
GNPNAT1
DDHD1
CDKN3
CNIH1
CGRRF1
ATP6V1D
CCDC198
PLEK2
PIGH
LRRC74A
PSMA3
VTI1B
TIMM9
GSTZ1
KIAA0586
TMED8
SAMD15
AHSA1
DAAM1
ISM2
SPTLC2
RIN3
LGMN
ALKBH1
SNW1
CHGA
ITPK1
DHRS7
PPM1A
SIX4
GALNT16
ASB2
CEP128
ERH
HIF1A
SUSD6
SRSF5
SLC10A1
EIF5
SERPINA4
SLC8A3
DICER1
ZFYVE21
MTHFD1
TCL1A
