Gene Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue
RN7SL28P,0.837147948,0.70541608,1.17533131,0.600184879,0.54838303
THAP5,9.911938919,0.190178791,0.316876708,0.60016652,0.548395264
DPP6,13.35445149,0.217095567,0.361774681,0.600085021,0.548449575
AC114730.1,9.200730528,-0.381087361,0.635230084,-0.599920204,0.548559417
AC005840.1,1.088766838,0.511360602,0.852433988,0.599882934,0.548584257
RNU4-48P,10.40939572,-0.196044215,0.326824198,-0.599846083,0.548608818
AL391704.1,1.688020289,-0.541597454,0.90300542,-0.599772097,0.548658132
LINC01628,0.216327842,-1.524371022,2.541728737,-0.599737887,0.548680934
MEF2C-AS1,294.6268253,-0.100005899,0.166763144,-0.599688256,0.548714017
WIPF3,7.144488745,-0.193550708,0.322764484,-0.599665445,0.548729222
EPHA7,1.19406655,0.795081907,1.325952727,0.599630659,0.54875241
SNX2,55.85546511,0.229494313,0.382810202,0.599498945,0.548840213
ATG7,219.0135528,-0.08508363,0.141939322,-0.599436637,0.548881752
AC092053.1,3.676605654,-0.331917177,0.553730296,-0.599420295,0.548892646
ARFGAP3,8.93698327,0.237983594,0.397033709,0.599404003,0.548903508
AC015468.3,0.429449385,1.233135096,2.057917815,0.599214938,0.549029562
AC083798.1,5.769188418,-0.2286416,0.38157485,-0.599205109,0.549036116
HSPD1,38.74088652,-0.126056377,0.210375139,-0.599198071,0.549040809
RAB6C,1.640114672,-0.627533967,1.047321961,-0.599179613,0.549053116
AP003550.1,2.094732039,-0.362820517,0.605549939,-0.599158705,0.549067057
NRIP2,81.25066778,0.148945052,0.248622695,0.599080675,0.549119088
PRKG2-AS1,0.431878652,-0.818803825,1.36682093,-0.599057131,0.549134787
VN1R18P,3.396808077,-0.326645275,0.545267441,-0.599055162,0.549136101
ELSPBP1,0.408652801,1.048457337,1.750222423,0.599042341,0.54914465
AP000253.1,18.9773689,0.151232597,0.252521255,0.598890565,0.549245864
IRS3P,3.606040676,0.399629925,0.667289482,0.598885395,0.549249312
UGT2B28,0.310388763,-1.463226264,2.443361675,-0.598857827,0.549267696
MICU2,9.364349279,0.15709397,0.262322651,0.598857816,0.549267704
AL157815.1,5.452325214,-0.223378226,0.373040789,-0.598803756,0.549303757
AC011495.3,2.738735969,0.357482446,0.597045792,0.598752141,0.549338181
AC133040.1,0.364879209,-0.925073986,1.54504194,-0.598737136,0.549348189
CD6,13.98768516,-0.235321359,0.393038508,-0.598723419,0.549357337
AP003969.2,30.59709841,-0.085846727,0.143405614,-0.598628777,0.549420462
AL135784.1,1.550827594,0.513895638,0.85845674,0.598627298,0.549421448
CYP2J2,1.927619011,-0.369247202,0.616955265,-0.59849915,0.549506926
BMP7-AS1,0.408886579,1.457317753,2.435302902,0.598413344,0.549564164
EMC3,76.8669006,0.070599471,0.117993,0.598336093,0.549615698
AL590133.1,4.050951391,0.279268617,0.466759121,0.598314215,0.549630294
SLFNL1-AS1,20.1599666,0.131762681,0.220250946,0.598238887,0.549680547
IGSF9,10.4413222,-0.243130458,0.406434745,-0.598202937,0.549704532
AC243964.4,18.9362991,-0.133446564,0.223080398,-0.598199418,0.54970688
AC114755.1,0.235295549,1.265308406,2.115222483,0.59819164,0.549712069
H3P43,2.26281664,-0.345755166,0.578001904,-0.598190358,0.549712924
CLDN12,107.5816533,-0.132960419,0.222277398,-0.598173365,0.549724262
RPL17,12.15508959,-0.173475611,0.290037429,-0.598114567,0.549763491
OR2M1P,0.290770763,-1.473003163,2.462764865,-0.598109541,0.549766844
AC139720.2,6.363373776,0.201541214,0.336987618,0.59806712,0.549795148
TM4SF20,31.95141337,0.105011402,0.175584652,0.598067094,0.549795166
POLH-AS1,27.6183048,0.104390311,0.174548005,0.598060751,0.549799398
AL356095.2,13.4507413,-0.146279474,0.24464628,-0.597922331,0.549891759
LAMP2,49.86318298,-0.111333777,0.186244838,-0.597781812,0.549985528
VWA1,1.204922313,-0.503123165,0.841679428,-0.597761035,0.549999394
AC015674.1,114.0790146,0.139562866,0.233479863,0.597751188,0.550005965
AC010291.1,0.854446185,-0.590137213,0.987285584,-0.597737091,0.550015372
NR2F1-AS1,145.9187215,-0.064560859,0.108015401,-0.597700498,0.550039793
ERCC8,100.377732,0.129938578,0.217400411,0.597692422,0.550045183
AFG3L2,56.96284305,-0.100054007,0.16740281,-0.597684156,0.550050699
NKAIN3,681.2952125,0.084279752,0.141036102,0.597575732,0.550123061
SNORC,0.744679999,0.709863196,1.187968458,0.597543808,0.550144368
ADCY8,0.407319379,-1.212819351,2.029775333,-0.597514085,0.550164206
SAP18,3.427268011,0.356859132,0.597240009,0.597513774,0.550164414
C17orf113,11.55732212,-0.143870226,0.240811377,-0.597439486,0.550213998
AC024598.1,0.277434371,1.483242234,2.482943572,0.59737251,0.550258703
RN7SKP222,1.546317444,0.603634398,1.010490098,0.597367949,0.550261747
LINC01550,44.14606846,-0.105636903,0.176847504,-0.5973333,0.550284876
APOL2,15.40658918,0.244779281,0.409877263,0.597201414,0.550372915
RN7SL181P,5.894798102,-0.229547674,0.384375959,-0.597195709,0.550376723
AC113189.9,0.977264054,-0.900077558,1.507177781,-0.59719402,0.550377851
AC087276.3,11.72892413,-0.196624328,0.329253792,-0.597181665,0.550386099
C12orf56,14.91096227,-0.1901478,0.318447471,-0.59710884,0.550434716
AC011466.2,0.244270992,-1.243628303,2.082952607,-0.597050696,0.550473534
AC092801.1,36.69344098,0.093642785,0.15684662,0.597034126,0.550484596
TIMM17B,14.41139225,0.14857077,0.248885642,0.596943918,0.550544824
AC099548.1,0.633775099,0.777452355,1.302395519,0.596940287,0.550547248
SIDT1,61.59183198,0.08663199,0.145132972,0.596914598,0.550564401
AP000873.3,1.619285711,-0.39544258,0.662489449,-0.596903967,0.550571499
LINC01551,104.1223207,-0.186513374,0.312470591,-0.596898971,0.550574834
AC011592.1,23.77236489,0.11596897,0.194288807,0.596889611,0.550581084
AL132656.4,2.009975826,0.507264949,0.849985818,0.596792251,0.550646092
GOLGA6L1,21.23338849,0.347944961,0.583072856,0.596743541,0.550678618
FARP1-AS1,0.367560728,0.913381348,1.530630154,0.596735498,0.550683988
AC079145.1,5.98277902,-0.23313457,0.390687921,-0.596728379,0.550688742
AC116914.2,11.16856045,-0.138328453,0.23184153,-0.596650881,0.550740493
HEXIM2,101.4239314,-0.17669724,0.296170522,-0.596606438,0.550770172
MED12,10.18521295,-0.422960298,0.708988552,-0.596568587,0.550795449
SFRP5,0.658324056,-0.635303575,1.06493323,-0.59656658,0.550796789
MED21,2.246055631,0.449397715,0.753582192,0.596348639,0.550942344
AL671883.2,150.2036155,0.415466068,0.696704542,0.596330356,0.550954556
MEIOC,278.8413922,-0.070522929,0.118265319,-0.596311156,0.55096738
TRIM35,11.45088837,0.200404146,0.336080837,0.596297451,0.550976534
AC098872.2,0.563354296,1.042956577,1.749143127,0.596267144,0.550996776
AL513524.1,10.87502428,0.15636158,0.262245336,0.596241604,0.551013836
GRIFIN,3.763985125,-0.317716893,0.532913309,-0.5961887,0.551049174
DDX10,24.65447297,-0.161392676,0.270726612,-0.596146328,0.551077477
SPHK1,12.20455767,-0.200516679,0.336355445,-0.596145184,0.551078241
PSMD4P1,10.28250641,-0.25795262,0.432708024,-0.596135514,0.551084701
AC006460.2,292.4007908,-0.08849502,0.148453833,-0.596111383,0.55110082
CFAP99,0.865128022,-0.505777968,0.848536359,-0.596059277,0.551135628
AC120349.1,9.564408358,0.176259516,0.295759308,0.59595594,0.551204661
LINC01829,7.468707159,-0.165958823,0.278488456,-0.59592712,0.551223915
AC009318.2,4.939664236,-0.402104673,0.674775605,-0.595908729,0.551236202
AHR,28.85942615,-0.124190424,0.208410633,-0.595892935,0.551246754
SMIM29,2.179253026,0.432726738,0.726228872,0.595854496,0.551272434
STRN3,14.83779278,-0.183266578,0.307598991,-0.595797072,0.5513108
ARID5A,3.514200214,-0.34850331,0.584981015,-0.595751488,0.551341256
AL160412.1,5.532647917,-0.197111067,0.330902226,-0.595677671,0.551390578
NDUFB4P5,0.437349479,0.73884762,1.240375625,0.595664414,0.551399436
SLC25A39,1.86728986,0.379010285,0.63631328,0.595634724,0.551419274
AC009108.1,4.803199431,0.288752673,0.484819467,0.595588034,0.551450473
KTN1-AS1,118.2041612,0.09556577,0.160465294,0.595554143,0.551473119
GXYLT1P7,0.414631601,0.74599639,1.252767332,0.595478802,0.551523464
PGBD2,124.2999374,0.11588685,0.19465521,0.595344201,0.551613416
CCDC38,22.14868893,-0.176537247,0.296547288,-0.595308923,0.551636993
LINC01571,0.719797986,0.782060098,1.313807361,0.595262381,0.551668098
AC137894.1,0.878667943,-0.684920917,1.150719235,-0.595211148,0.551702339
SCGN,0.395653449,1.230280895,2.066976691,0.595207919,0.551704497
AL360270.1,48.13601759,0.076530035,0.128585936,0.595166454,0.551732212
AL513480.1,0.349202883,-0.800086206,1.34456276,-0.595053075,0.551807994
OTOP3,0.364780362,1.220552788,2.051176951,0.595049972,0.551810068
SLC25A15,48.93211944,0.120208829,0.202035212,0.5949895,0.55185049
C22orf31,0.53094127,0.645004683,1.08406964,0.594984547,0.551853801
PBX3,2.564831938,0.51627773,0.867758978,0.594955216,0.551873407
PLA2G4E,3.721433025,0.312322029,0.524989867,0.594910585,0.551903241
EIF1AXP1,1.567856243,0.522554335,0.878387072,0.594902124,0.551908897
TMA7,57.04069166,-0.10751397,0.180726186,-0.594899791,0.551910457
AC102953.1,1.306546791,-0.429799396,0.72249371,-0.594883236,0.551921524
OR8D4,7.042970717,-0.181801961,0.305611273,-0.594879762,0.551923846
GPANK1,16.62305526,-0.211452922,0.355530093,-0.594753935,0.552007964
RNU6-520P,0.301126396,-1.036569601,1.742876154,-0.594746562,0.552012893
AC120057.2,0.362719573,1.805056413,3.03531632,0.594684778,0.552054198
AC138393.1,4.915647971,0.497332466,0.836327753,0.594662158,0.552069322
SPDYE2B,15.0955545,0.272851716,0.458849605,0.594643022,0.552082116
OR4Q2,0.411102263,-1.004592415,1.689459821,-0.594623443,0.552095206
CLASRP,4.397426652,-0.270544856,0.45500303,-0.594600118,0.552110801
AC131025.2,25.59707914,-0.203983931,0.343068176,-0.594587156,0.552119468
ZNF155,11.06812926,0.178106294,0.299555652,0.594568299,0.552132076
CECR3,0.551434383,-0.682016538,1.147126757,-0.594543309,0.552148785
GPER1,8.077024094,0.277934381,0.467523696,0.594481913,0.552189836
ZNF571,151.4117746,0.097812818,0.164551591,0.59442037,0.552230987
COLEC12,42.92253656,-0.15919007,0.267809555,-0.594415199,0.552234445
ZMAT4,5.464114121,0.302668066,0.509200137,0.594399027,0.552245259
AC080075.1,2.170297529,0.444934641,0.748547381,0.594397432,0.552246325
AL035407.2,0.82604771,0.523076305,0.880033475,0.594382282,0.552256456
AC079384.2,0.938071529,-0.627569096,1.055839668,-0.59437916,0.552258544
PEAR1,3.961743095,-0.339921227,0.57196758,-0.594301564,0.552310433
HNRNPK,8.611378653,-0.167772985,0.282342203,-0.594218586,0.552365923
RN7SL487P,2.037985109,-0.360696482,0.607024986,-0.594203683,0.55237589
AL512452.1,16.11861658,-0.147792613,0.248756364,-0.594125958,0.552427871
CAMTA1-AS1,0.519257228,-0.719281263,1.210678703,-0.594114079,0.552435815
LIMCH1,15.45555535,0.229783555,0.386783634,0.594088103,0.552453188
TWISTNB,10.17573704,0.353804284,0.595572865,0.594057091,0.552473929
AL008638.3,23.68521711,-0.346463685,0.583231583,-0.594041365,0.552484447
FUT10,49.51872311,-0.067927027,0.114359104,-0.593980059,0.55252545
AC073587.1,0.401688595,1.441916946,2.427666425,0.593951842,0.552544323
AC009119.2,9.017452974,0.296924049,0.499959691,0.593895976,0.552581691
AC004687.2,1.608192578,-0.682180396,1.148690893,-0.593876385,0.552594794
LINC01811,7.618708815,0.240323815,0.4046879,0.593849766,0.5526126
AP003696.1,28.34161424,-0.14240646,0.239827779,-0.593786343,0.552655025
DUX4L26,0.626340593,0.604851313,1.018643356,0.593781238,0.55265844
LINC01465,65.3499536,-0.141249372,0.237888723,-0.593762369,0.552671062
ETV3L,0.384932662,-0.908090691,1.529424685,-0.59374659,0.552681617
LINC01271,8.466882106,0.188966211,0.318277103,0.593716007,0.552702075
RNF133,0.401246694,1.441490111,2.427988072,0.593697361,0.552714548
OR4A16,0.370931584,1.801670289,3.035362676,0.593560138,0.552806349
AL392086.3,1638.476292,0.073559699,0.123933765,0.59354042,0.552819541
IRAK4,16.96198312,0.18160834,0.305992551,0.593505756,0.552842732
AL355432.1,4.11786835,0.254038201,0.428047249,0.593481682,0.552858838
RBMY2CP,0.273631128,0.89994533,1.516433367,0.593461836,0.552872116
RBMY2DP,0.273631128,0.89994533,1.516433367,0.593461836,0.552872116
AL157414.4,0.497800711,1.055140145,1.777963959,0.593454181,0.552877238
HMGN2P30,0.558593649,0.703391273,1.185289999,0.593433905,0.552890804
PHBP20,2.606242037,-0.371525807,0.626241482,-0.593262851,0.553005256
NSRP1P1,0.806801495,0.570008243,0.960901889,0.593201293,0.553046447
RWDD4P1,12.65196372,-0.169509995,0.285758816,-0.593192529,0.553052312
LRRC66,2.715810936,-0.316115356,0.532911329,-0.593185656,0.553056911
AL355994.4,4.160044525,0.268151087,0.452084435,0.593143816,0.553084909
HOTTIP,1.154313776,0.490363598,0.826796856,0.593088368,0.553122015
FSCN1P1,3.860889475,-0.332732742,0.561086742,-0.593014799,0.553171248
VN1R37P,0.284298611,-1.041036812,1.755627091,-0.59297149,0.553200233
SLFN12L,70.43483532,0.090356438,0.152380337,0.592966514,0.553203562
OR10J5,0.267197767,-1.796703618,3.03004307,-0.592963063,0.553205872
AC004449.1,0.224517004,-1.26598286,2.1351705,-0.592918861,0.553235455
FRMPD4,1.645427827,-0.928123357,1.565424538,-0.592889235,0.553255283
GPR12,3.848484323,-0.243892455,0.411367531,-0.592882122,0.553260043
TRIM34,7.110309922,0.250575768,0.4227407,0.592741054,0.553354462
AL049833.3,0.408947601,-0.892284488,1.50539837,-0.592723166,0.553366435
AL138767.2,0.364478055,1.735598252,2.9283396,0.592690224,0.553388485
AC079753.1,4.65058117,-0.239428551,0.403984522,-0.592667635,0.553403606
ITGA11,124.7038403,-0.075690968,0.127713275,-0.592663275,0.553406524
LINC02044,8.873346822,0.205122931,0.346124262,0.592628006,0.553430132
VASH1-AS1,71.80684081,-0.153825429,0.259578306,-0.592597401,0.553450619
GDI2P2,29.68688761,-0.137713291,0.232403097,-0.592562204,0.55347418
AC079753.2,10.03794416,0.188296783,0.317777279,0.592543254,0.553486865
AC090877.2,0.295399259,-1.034032102,1.745181928,-0.592506767,0.553511291
DGCR6L,1.370484242,-0.446519006,0.753633273,-0.592488445,0.553523556
ANKDD1A,20.50478907,0.121140126,0.204508805,0.592346749,0.553618417
AC005280.1,3.235441436,-0.290659995,0.490705238,-0.592331143,0.553628865
RPL23AP53,22.5286442,-0.175347393,0.296031232,-0.59232734,0.553631411
MTCO2P33,0.313372015,-1.036962039,1.750710003,-0.592309427,0.553643404
AWAT2,2.050770465,0.431661923,0.728783011,0.59230514,0.553646275
CDK2,1.910140722,0.398322338,0.672540819,0.592264926,0.553673199
AC069113.3,0.624422542,-0.693460795,1.170963169,-0.592214011,0.553707288
C11orf71,12.11367014,0.228054528,0.385126503,0.592154853,0.553746898
RBM28,106.5715001,0.120388852,0.203308764,0.592147871,0.553751573
FCSK,41.14056353,0.116629906,0.196971683,0.592115089,0.553773523
AC113145.1,0.726395634,0.527789999,0.89143062,0.592070754,0.55380321
AC093495.1,109.0743147,-0.117283232,0.198092548,-0.592062816,0.553808525
NDC1,0.71628935,1.248310553,2.108509172,0.59203468,0.553827365
AC099335.1,1.833374077,0.436565227,0.737428487,0.592010255,0.553843721
FGD5-AS1,40.06122588,-0.091390197,0.154384373,-0.591965336,0.553873801
AC234771.4,0.28888068,1.454168284,2.456783538,0.59189923,0.55391807
AC010531.5,21.43478721,-0.113103944,0.19109027,-0.59188751,0.553925918
PRPF40A,46.90789863,-0.164922683,0.278642539,-0.591879055,0.55393158
AL513303.1,2.965242832,0.344454981,0.582086195,0.591759407,0.55401171
PRKDC,9.712858081,0.358883268,0.606489563,0.591738572,0.554025663
AL590762.1,12.50623941,0.212285506,0.358758716,0.591722226,0.554036611
AL353697.1,26.85577217,-0.110732313,0.187141699,-0.591703046,0.554049457
INPP5K,18.04024281,-0.159819497,0.27010134,-0.591701976,0.554050173
SLC7A11-AS1,30.09720214,-0.201929633,0.34127582,-0.59169042,0.554057913
HK3,0.630367307,-0.963257269,1.627984077,-0.591687157,0.554060099
LINC01667,5.800188979,-0.355820922,0.60136736,-0.591686456,0.554060568
Z93929.1,6.369840664,-0.186981573,0.316015458,-0.591684894,0.554061614
ARL5A,11.76127197,0.32830554,0.554899768,0.591648365,0.55408608
AL121899.2,0.36921816,1.795879153,3.035473861,0.591630577,0.554097994
SEC14L4,21.36021589,-0.131812844,0.222833345,-0.591531059,0.554164651
SAMD11P1,16.38844749,0.204971652,0.346535659,0.591487909,0.554193554
DCLRE1B,0.409561362,0.805523165,1.361891278,0.591473915,0.554202928
TBCK,25.77374041,0.157269386,0.265906719,0.591445703,0.554221826
AC113189.4,8.618523512,0.280110074,0.473608303,0.591438267,0.554226807
OR5M10,0.266243897,-1.792050851,3.030167479,-0.591403235,0.554250273
AC105235.1,1.552182784,0.398696759,0.674164581,0.591393807,0.554256589
AC003984.1,1.759831939,-0.77144702,1.304458184,-0.591392679,0.554257345
GNGT1,0.74833639,0.616743063,1.042928645,0.591356912,0.554281304
SRGAP3-AS1,0.688764731,0.642099903,1.085824555,0.591347746,0.554287444
PHF20L1,16.22003767,-0.236595083,0.400102548,-0.591336107,0.554295241
FANCD2P2,0.261467102,-1.785233568,3.019446824,-0.591245242,0.554356113
PAWRP1,0.530114523,0.640142631,1.082804753,0.591189344,0.554393562
AJ011932.1,0.794900723,0.64762429,1.09550547,0.591164816,0.554409994
AC007954.1,4.320819525,-0.248399887,0.420214712,-0.591126108,0.554435928
AL591644.1,1.003349244,0.5694624,0.963429073,0.591078696,0.554467694
AC012178.1,1.199713773,1.014335475,1.71610567,0.591068192,0.554474731
AC020911.2,1.478202205,0.495491787,0.838446565,0.59096406,0.554544502
RN7SL88P,0.938236903,-0.574791175,0.97264932,-0.590954174,0.554551126
FAM205BP,3.523800852,-0.571623869,0.967358185,-0.59091232,0.554579171
GDI1,1.500014724,-0.515507621,0.872410512,-0.590900285,0.554587235
CACNB2,233.2190373,-0.049486725,0.083752562,-0.590868187,0.554608743
DRAM2,2.440715995,-0.382885127,0.648018939,-0.59085484,0.554617687
AC142381.4,0.825947387,1.034799655,1.751391496,0.590844284,0.55462476
RN7SKP161,1.148756971,0.43239377,0.731831072,0.590838223,0.554628822
AC098872.1,0.424620438,-0.904049749,1.530251041,-0.590785253,0.554664317
AC012358.2,0.528486624,0.652500393,1.104470985,0.590780928,0.554667215
AC040975.1,5.560955543,0.200407904,0.339228747,0.59077512,0.554671107
RNA5SP201,1.876730983,-0.318788858,0.539611916,-0.590774311,0.554671649
AL160396.2,50.24906753,0.10128534,0.171451418,0.590752417,0.554686321
PDCL2,0.340704143,-1.04443944,1.76799885,-0.590746674,0.55469017
AC091962.1,0.973224889,-0.54594227,0.924304081,-0.590652234,0.554753459
AC005695.1,8.482715577,0.229563508,0.388666481,0.590643955,0.554759007
CNEP1R1,27.38811969,-0.094614665,0.160196247,-0.590617237,0.554776913
AL451007.1,5.055159391,-0.220040622,0.372561285,-0.59061591,0.554777802
AC183088.2,0.596353028,1.206837151,2.043492291,0.590575828,0.554804665
NPY4R,0.424100999,-1.040227548,1.761480559,-0.5905416,0.554827605
MUC19,8.995281616,-0.480694252,0.81399978,-0.590533638,0.554832941
RRM2B,3.943504376,-0.378330003,0.640673301,-0.590519385,0.554842494
RN7SKP94,1.06717261,-0.511231,0.865758981,-0.590500371,0.554855237
AC080132.1,48.16058011,-0.097342996,0.164855461,-0.590474807,0.554872371
LINC01023,2.331960728,0.345085433,0.584533171,0.590360735,0.554948829
ERBB2,48.90463245,-0.125183416,0.212046947,-0.590357077,0.554951281
AC080038.1,2.687080008,-0.335982759,0.569174371,-0.590298467,0.554990567
SYT1,6.029454144,0.307744161,0.521380271,0.590248956,0.555023755
AC092630.1,1.385173453,-0.379381554,0.642767999,-0.59023093,0.555035838
IL2,0.634951218,-0.806893872,1.367093753,-0.590225704,0.555039342
THAP9,20.07929068,-0.249520597,0.422754607,-0.590225612,0.555039403
