"","RBBP7","HDAC1","SIN3B","HDAC2","RBBP4","SIN3A","SUDS3","BRMS1L","SAP30L","ARID4A","ING1","ARID4B","SAP30","ING2","BRMS1","TNRC18","SAP130","HNRNPUL1","BAHCC1","PHF12","TUBA1A","CHD4","GATAD1","GATAD2B","MTA1","MBD3","MTA2","MBD2","GATAD2A","CHD3","PRKDC","CCT2","CCT5","TUBB6","TCP1","MSH2","CCT3","CCT4","CCT6A","CCT8","MORF4L1","CCT7","ERC1","CDK2AP1","MTA3","PWWP2A","CHD5","RCOR1","KDM1A","C16orf87","MIER1","DNTTIP1","WDR5","ZMYM2","GSE1","MIER3","ZMYM3","CTBP1","HMG20A","RERE","RCOR3","CDYL","ZNF516","MIER2","BCL11A","ZNF217","RREB1","RCOR2","PHF21A","ARID5B","MGA","EPPK1","HSPA1A","HSPA9","TUBB4B","TUBA4A","TUBA8","KPNA2","HSPA4","KPNB1","KPNA3","DECR1","HSPH1","CANX","ZNF219","HSPA4L","MORF4L2","ZNF512B","BCL11B","TRERF1","ZNF521","MRFAP1","MRGBP","BRD8","MRFAP1L1","LIN9","LYZ","LIN52","SUZ12","SCOC","LIN37","EZH2","CHAF1A","AEBP2","MYBL2","EED","LIN54","RNF41","PALB2","CHAF1B","EP400","BPTF","ASH1L","PCBP1","TUBB","SNRPD1","TUBA1C","HSPA8","U2AF2","RCC2","SNRPD2","RBM39","HMGB1","SNRPA","BTF3L4","EIF1AX","NUCKS1","ENO1","CKB","EIF5A","CPSF6","BTF3","EEF1A1","HNRNPF","RCN2","PCBP2","C1QBP","NCL","NPM1","SNRNP70","TUBA1B","HSP90AA1","PUF60","TUFM","HSP90AB1","CLTC","EIF5B","CACTIN","NACA","MCM3","DYNC1H1","SNRPD3","MFAP1","SPTAN1","HNRNPA2B1","SSRP1","DDX46","FBN2","FLNA","CSE1L","DSP","CTBP2","ZNF592","TRMT1","FBN1"
"TCGA-E2-A107-01",13.5349,13.1038,11.3134,12.224,13.6094,12.6935,12.9497,8.1237,11.4599,10.0928,10.0588,12.1427,9.4655,10.1724,12.0461,13.933,11.2113,14.2199,8.2715,12.5152,12.9748,14.4781,11.9377,12.2435,12.3336,12.9842,12.7958,12.2186,12.5978,14.2879,13.7391,13.2172,13.7859,11.0092,12.8646,11.3055,14.6868,12.9472,13.6818,12.3347,13.6312,13.7367,11.9226,12.9141,12.5118,10.4136,1,11.6834,12.0597,7.6935,10.9447,10.1787,11.8277,12.3493,13.1061,11.098,11.7322,13.4338,10.8005,12.7408,12.2562,10.7574,10.4737,10.9929,6.2479,13.9004,12.2423,6.6865,11.1124,11.4305,10.6724,10.6065,14.9544,14.8135,15.4456,10.948,7.0053,13.4035,13.2913,14.5825,10.8345,11.9046,12.6344,15.2276,11.3433,7.9861,14.0206,11.4511,6.6582,11.3112,8.9337,14.7342,10.2877,11.8807,12.4625,10.021,10.4623,9.983,12.1097,12.4062,8.6366,10.6804,11.7104,11.2703,11.3729,9.3197,10.3487,11.8142,10.6248,10.3826,12.3824,12.2974,12.7222,14.7241,15.7133,11.4855,13.878,15.573,13.9658,14.0422,13.0802,13.7171,14.5465,12.3864,11.5986,13.1925,15.3887,14.3904,11.3526,15.195,12.7711,14.9064,18.7661,14.6828,11.9618,15.5283,12.6804,15.0772,14.8803,13.4119,16.7875,16.3622,13.7269,14.8415,16.2597,15.1214,12.2523,10.8046,15.2724,13.2371,14.5735,11.9914,11.5162,14.1514,15.8172,13.6064,11.9831,5.2095,14.0876,12.8471,14.5981,13.8898,11.5976,10.5078,11.7423
"TCGA-E2-A109-01",13.4861,12.8975,11.4615,12.605,13.9264,12.8419,12.7083,9.0802,11.9016,10.9816,10.9431,12.3664,9.4178,9.9366,11.9352,14.0157,11.5367,14.1419,9.1548,12.7838,15.3004,14.7793,12.3848,13.0379,12.1881,11.8552,13.0236,12.0046,12.1693,13.8062,14.4998,13.7764,14.4977,11.4881,13.2027,12.4747,15.7172,13.7721,13.8495,13.7592,14.0056,14.2484,11.6821,13.1934,12.366,10.5206,4,12.5075,13.0218,9.8796,11.0993,11.1731,11.4133,12.6609,13.9656,11.1966,11.8591,13.4166,11.0545,13.1144,11.7682,10.9744,11.0728,10.3151,7.9307,13.1654,11.8834,7.3576,11.5275,11.3772,11.9919,11.594,14.7969,14.9142,14.4808,8.7265,7.5401,14.9092,13.6095,14.1745,11.279,13.7039,12.5637,15.6437,10.1593,10.6041,14.0939,12.3233,7.5774,8.3487,10.0403,14.9949,11.6651,12.2354,13.0758,9.6055,12.7642,10.1687,11.5815,12.512,8.8971,10.8842,10.944,10.8337,13.115,10.0566,10.8811,11.9726,10.3565,11.2174,12.5371,14.6596,13.5042,14.6644,16.2269,12.0366,14.0768,16.3125,13.7146,14.2293,12.7797,14.3839,14.3667,11.9687,12.3819,13.5186,15.1446,14.9134,11.5976,14.3038,12.568,15.0212,18.3852,14.7756,12.4466,15.3553,12.1687,15.8993,15.6043,13.221,16.356,17.5944,13.52,14.6477,17.4336,15.1388,13.4257,10.0551,15.4114,13.5948,15.8235,12.8481,11.5929,14.4481,16.0243,13.6991,12.5046,10.6303,15.08,14.1996,15.691,13.5362,11.7657,10.599,14.5081
"TCGA-E2-A10A-01",13.2892,13.7921,11.2773,12.9518,15.379,13.436,11.7386,8.912,12.3731,10.1972,11.2975,11.5834,9.2095,10.1861,11.1497,13.6181,11.0293,14.0446,8.1033,12.1774,14.5761,14.4296,11.9289,12.6046,11.4104,11.8844,12.8978,12.374,12.711,14.0605,14.3806,13.346,14.276,11.0072,13.964,12.0203,14.4315,13.348,13.7225,13.908,14.2891,13.7826,11.7578,12.9885,11.9894,10.1997,3.3219,11.5265,12.0365,8.7245,12.1053,10.4929,11.2035,13.1589,13.3639,11.4099,11.6434,12.7586,12.167,12.5404,12.1624,10.9211,11.9487,10.4336,3.4594,13.6647,11.8482,4.5236,11.5831,10.9622,12.1858,10.5719,14.752,14.5976,13.2722,9.9692,7.3391,12.9781,13.8227,13.9686,11.9465,11.5957,14.0968,15.9838,9.7296,9.2852,14.8832,11.1678,5.2479,9.5736,9.2432,14.3937,9.5564,12.7292,12.611,8.7977,11.4105,8.9099,12.2004,12.9248,8.5464,10.4189,11.1228,9.9586,10.2854,9.4878,10.7465,11.849,10.7665,10.9106,11.7491,13.1143,13.209,14.1225,15.6971,11.7148,13.3932,16.134,13.0046,12.8359,12.4091,13.9695,14.504,11.4984,12.8134,13.4106,15.3317,14.2889,6.9542,14.286,12.5135,14.6757,19.0834,14.3558,12.643,14.8633,12.2958,15.2615,15.1413,12.7465,15.556,16.9663,12.6676,13.5073,17.0402,15.5065,13.6846,10.0278,15.0829,13.541,15.406,11.6442,12.294,14.6094,15.727,13.7813,12.847,10.9972,15.0921,12.8252,14.6988,13.6422,12.522,10.4868,14.3386
"TCGA-E2-A10B-01",13.8569,12.6264,12.0553,12.791,14.225,13.4556,13.4486,8.9899,11.7168,11.0133,10.6581,12.895,10.0848,9.7448,11.4388,14.1991,11.3597,14.6508,9.5641,12.0878,14.619,15.194,11.6013,12.9434,11.3233,12.4002,13.7766,12.4286,12.3292,14.4451,14.3871,14.1984,14.675,11.4136,13.4916,11.6542,15.0605,13.3072,13.8267,14.3941,13.9239,13.4935,13.3385,13.3174,12.5615,11.3902,6,12.1895,12.9908,9.0634,12.0296,11.5206,12.128,13.373,13.6647,11.9694,12.2822,12.8003,11.5532,13.3669,13.3665,11.2952,11.9546,10.2773,6.6147,13.9254,12.3146,6,11.5779,11.3106,12.1386,11.3322,15.453,14.9429,14.8718,11.2619,5.1595,12.8179,15.5784,14.3362,11.7924,11.227,13.9134,16.636,10.6598,8.704,13.9664,11.8984,7.8887,11.332,10.4533,14.6051,10.8864,12.5433,12.6131,10.4522,13.7093,9.6221,12.4228,11.8792,9.1146,10.3718,11.255,11.5675,11.0947,10.6138,10.3264,12.4344,11.0921,11.0974,13.1433,12.9977,14.0145,14.3209,15.2812,11.9104,13.938,17.2368,13.2735,14.2461,12.8866,14.3204,14.4557,11.4605,12.4988,13.2615,15.6844,15.0902,11.9769,14.4297,12.7509,15.7147,19.0126,14.1497,11.8615,15.9243,12.6227,15.342,15.7627,13.0751,16.2016,17.0586,12.6177,14.2575,16.837,15.4703,13.7131,10.5125,15.5628,12.9967,15.1477,12.6881,11.7511,15.4782,15.6901,13.458,13.2501,8.1396,15.2513,14.0107,14.3622,13.8779,12.0464,10.7091,15.0699
"TCGA-E2-A10C-01",13.5104,12.6103,11.3247,12.6722,13.0493,11.2289,11.2172,8.2334,10.2467,9.9039,10.3286,11.2621,9.2312,9.2621,11.3168,13.2547,10.5603,13.4897,9.4242,11.4305,14.1002,13.6311,11.6253,11.0154,12.1357,11.6339,12.512,12.2055,12.4906,12.6555,12.9067,15.6962,13.5077,10.5442,12.9777,10.9758,14.2053,12.6247,13.4367,12.8104,12.7698,13.5,11.2027,12.615,12.1098,9.4051,5.0444,11.4215,12.0728,8.7515,10.058,10.5746,11.2808,11.3663,12.279,9.5392,11.3723,13.1239,9.2202,11.9307,11.5807,9.5177,9.7465,9.7599,4.9069,12.2189,11.4696,6.585,10.4625,12.3696,10.2384,12.042,14.9063,13.4827,13.6728,10.0376,7.7474,12.5715,12.6522,13.9041,10.9337,13.207,12.3597,14.3102,11.1552,8.1754,13.8511,10.9248,8.5157,10.1319,7.6653,14.3967,9.9203,10.4767,12.9031,8.2946,12.7194,9.6165,10.6585,11.749,9.093,10.6502,10.5755,10.207,11.2125,9.6618,9.4009,11.3799,10.4491,9.8455,10.8794,11.2047,11.3414,14.2715,15.907,11.3639,12.7703,13.8011,13.214,13.8129,13.2719,13.4589,14.3097,12.2243,11.517,12.4236,14.4668,14.2296,12.2793,14.1234,12.8958,14.0617,18.3028,13.9586,11.1892,14.847,12.7626,14.7119,15.3696,13.2857,15.0811,16.1376,12.9252,14.4825,15.3407,14.7652,13.9817,9.8884,15.3081,12.4893,14.2144,12.5524,9.8486,13.1392,15.4873,12.1639,10.9193,4.6439,13.3126,12.0701,12.5401,13.4263,10.5553,10.6055,12.7438
"TCGA-E2-A10E-01",13.8089,12.0987,11.6004,12.9048,13.5912,13.1954,12.6398,9.475,11.8711,10.8796,10.3002,13.03,8.4876,9.4615,11.1812,13.943,11.4325,14.2281,8.1085,12.7298,13.733,14.4959,11.7039,12.58,11.7178,11.1832,12.6985,11.9016,12.4828,14.7211,13.9674,13.6196,13.7939,10.9378,13.7599,11.7181,14.7431,13.6806,13.8738,13.7586,14.3929,14.2008,12.7977,13.211,12.8775,10.5641,3,12.1957,12.2641,8.4959,11.2969,10.5206,11.3387,13.3181,13.2979,11.4491,12.1199,12.6914,11.5696,12.9688,12.7074,11.1124,10.7423,10.196,5.7549,13.4136,12.6234,7.4594,11.623,13.2433,11.6497,11.3424,14.4808,14.702,13.7738,8.69,6.6035,13.0316,14.2245,14.8047,12.2261,11.8313,13.4851,15.7181,10.5112,8.5481,16.0354,11.0344,7.7944,12.628,9.6795,14.5506,9.9114,12.0105,12.5558,9.7415,12.3639,9.7682,12.0899,12.8017,8.8075,10.1497,10.4988,11.2461,10.4656,9.6221,10.6211,11.8353,10.3707,10.3663,12.4803,12.8051,13.7417,14.7018,16.1469,11.0024,13.3306,16.3783,12.9977,13.2935,12.577,14.0054,14.8399,11.6087,11.4901,13.3747,15.2455,14.5842,7.4346,14.3859,12.7717,15.4121,19.3964,14.6079,12.4689,15.2857,12.8708,15.3237,15.3621,13.2966,15.7464,17.1215,12.8329,13.3319,16.7417,15.6333,13.4879,9.9446,15.5599,13.0582,14.8723,12.6163,11.5854,14.3328,15.8768,13.6261,12.4507,7.1898,15.3578,13.2815,16.53,13.4485,12.0414,10.224,14.348
"TCGA-E2-A10F-01",13.5032,12.0077,11.863,11.8811,13.7325,12.7449,11.9932,9.0398,11.5401,10.7322,10.1729,12.7139,9.3553,9.1111,11.1376,13.3892,11.3343,14.2111,11.272,11.8382,14.4248,14.504,11.577,12.3918,11.6804,11.5921,12.3382,11.9538,12.1219,13.6139,13.9407,13.1943,13.6893,11.7223,12.561,11.1818,14.9241,13.4509,13.3249,13.3012,13.8715,13.6976,12.2816,12.0178,11.9425,10.1573,2.585,11.736,12.4522,8.3083,11.7657,10.4231,11.5975,12.8886,12.4011,10.8842,11.8206,12.6673,11.32,13.0952,13.0012,10.8138,11.3636,10.1537,5.3576,12.4437,12.0151,5.6439,11.5646,12.2073,11.7834,13.6276,14.5226,14.0351,13.783,10.9528,6.3521,12.608,13.492,14.1276,11.7981,11.4041,13.0813,15.3421,10.65,9.287,14.1899,11.2659,8.1033,11.444,10.6546,14.0869,9.6618,11.7883,12.0345,9.4263,14.0874,9.0875,11.6598,11.8293,8.5152,10.0498,10.4357,10.8765,9.9643,10.3038,9.8009,11.7703,10.7764,9.4491,12.2262,12.7012,13.7148,14.2282,15.752,11.2453,13.5216,16.1518,12.9177,13.5543,12.3745,13.7487,14.4611,11.2216,11.8437,12.9339,15.2773,15.3993,8.9773,13.5984,12.2949,14.8162,19.0575,13.9661,11.4783,14.9656,11.525,15.1975,15.3219,13.0065,15.5083,16.2357,12.7136,13.4941,16.2282,15.31,13.3322,10.4058,15.2738,12.6684,14.8058,11.6121,11.3663,15.1479,15.2755,13.3393,12.4659,7.8265,16.786,12.8696,15.9993,13.6287,11.6856,10.5981,15.4375
"TCGA-E2-A14N-01",12.5491,13.2938,10.7549,14.0128,14.2615,11.6969,12.0837,9.255,9.809,9.4821,10.0774,11.4752,10.7565,9.1599,10.7624,11.875,10.5206,13.6914,9.8887,11.2784,14.7334,13.7561,10.7649,11.6524,11.4522,11.2442,12.4003,12.3573,12.8773,12.1941,14.4345,13.4962,14.0501,11.112,13.8858,12.5238,14.7479,14.4663,14.6236,14.3955,13.6923,13.8765,11.5201,14.6181,11.4019,9.6294,2.585,10.3151,13.3738,9.2946,11.8975,9.8408,11.628,12.9935,11.6804,9.0661,11.2228,11.9901,10.026,11.3745,11.0492,11.6111,9.7432,9.5196,10.7715,12.2851,11.5751,8.3707,11.3208,11.1867,11.2603,10.1331,10.8445,14.5375,12.9421,12.0374,7.9987,15.048,12.1821,13.9229,12.1199,11.7377,13.7057,16.3286,7.3487,10.5078,14.1164,10.5057,10.2384,8.3129,11.0835,13.1616,10.8781,10.6511,11.1861,10.4818,11.8231,9.6618,12.2011,11.7698,8.7994,12.3385,10.5421,11.3805,12.1966,11.1611,10.5953,11.1466,9.6883,10.0674,11.5426,12.4845,11.9751,14.0885,15.9804,12.2844,14.4662,15.7602,12.5994,13.8745,12.8392,12.8786,15.5784,12.6815,12.8863,12.6789,14.0603,15.7015,7.4838,15.5766,12.3628,13.2464,19.3223,13.4192,11.9177,14.6591,13.3306,15.509,16.7418,12.0341,15.9655,15.1919,13.1445,12.8731,15.9519,14.4105,14.7398,9.0491,15.1401,12.4737,12.8459,12.5233,10.2228,12.8893,15.6382,14.2877,12.1951,5.8074,13.168,13.5639,15.381,13.6989,10.9195,10.6653,10.6733
"TCGA-E2-A14O-01",15.6681,12.6682,10.4157,12.2085,13.7171,11.9891,12.8763,7.8262,10.388,10.1072,10.5095,11.5421,9.014,9.5255,14.6297,12.2662,10.8486,13.4375,9.0224,11.908,13.2992,14.0637,11.5459,11.4888,11.3207,11.3609,12.3595,11.849,11.4414,12.1643,13.4529,13.669,13.988,10.9617,13.3393,10.4336,14.9812,12.5701,13.309,13.935,12.9972,13.5636,11.2354,13.1477,11.4858,10.2384,2,11.255,12.2037,8.3837,10.3242,11.2052,10.4574,11.7385,12.0731,10.2396,11.5098,12.2393,9.5002,12.0751,11.9658,10.2738,8.7879,9.8122,4.585,12.3837,11.8357,8.9484,10.973,11.0091,10.6917,9.9542,16.3312,14.9347,14.3959,12.4845,5.3809,13.1794,13.8763,14.2308,10.8106,11.9462,12.8516,15.9524,9.051,9.5604,14.8208,10.6705,5.0444,11.2562,7.96,14.1059,10.7944,11.7603,12.0147,8.683,10.2243,10.0389,11.4231,11.633,8.8474,10.0028,10.42,11.178,11.7624,9.7764,9.3242,11.2538,10.3587,11.0627,11.5727,11.635,11.8699,13.9562,15.8821,11.4514,13.5216,14.8016,13.2345,13.9973,13.5632,13.7264,14.191,11.9979,11.6992,12.7949,15.0349,15.9797,10.2252,14.7854,12.0634,15.5342,18.504,14.1791,10.7707,15.3348,12.3041,14.5626,15.7056,13.0949,16.1094,17.4713,13.4453,14.704,16.8903,15.2206,13.5977,9.9954,16.0962,12.887,14.026,12.836,10.9293,13.9671,15.5373,12.6777,11.4924,5.2095,13.9752,13.3232,14.9977,12.8829,10.207,10.5784,12.5336
"TCGA-E2-A14P-01",13.4705,13.3945,11.4346,13.5817,14.0933,12.4878,11.6238,9.0622,10.6528,10.5459,10.7694,12.2517,9.7566,9.8765,12.284,13.083,11.7715,14.2532,10.403,13.442,14.7163,14.7829,11.1209,11.3581,12.5229,11.7388,13.5077,12.3183,12.1469,12.6815,12.2586,13.1815,15.4335,12.2018,13.5573,10.9801,14.2172,13.7714,14.6078,13.9069,13.2585,14.6534,11.5098,13.3709,10.8757,9.5216,8.5118,12.4525,13.4857,9.1674,10.69,12.371,11.7977,11.5957,14.8107,10.6856,11.2033,12.1436,10.5838,12.3551,9.7797,11.4732,7.098,9.6546,10.0539,14.0809,11.7364,9.4696,10.6591,11.6316,11.4476,10.4687,14.8229,14.1954,15.2824,10.0484,7.2568,14.8051,13.1619,13.4908,11.5328,10.5878,14.0653,15.3449,9.1903,8.9692,14.2579,12.143,8.3619,10.0098,8.2288,13.0112,11.1922,10.9958,10.9951,10.2644,14.0237,10.1357,12.7558,11.5906,8.3421,10.8834,10.8297,10.5868,13.4401,10.1762,8.9248,11.3977,9.8564,10.2738,12.5561,13.8363,11.272,13.9267,16.3746,11.5091,14.4577,16.4574,13.2067,15.1162,13.0805,12.9896,15.0771,11.9125,12.3845,12.8554,13.8036,15.9968,14.721,14.1866,11.8333,14.029,18.9012,13.8855,11.8482,14.496,12.7918,15.6142,14.9623,12.3718,15.9972,17.7574,12.6667,13.1658,16.5213,17.9117,13.967,10.4911,14.7644,13.3947,16.0954,12.5747,11.7748,14.6394,15.9893,14.5548,11.6537,6.1497,15.5494,15.4354,14.5136,13.0108,11.6939,10.1923,11.6156
"TCGA-E2-A14Q-01",14.2516,13.2828,11.2802,12.5594,14.0727,13.0494,12.4616,8.4949,11.7801,10.8178,10.5735,12.2446,8.8517,9.7262,11.9311,13.5299,11.3859,14.4533,10.6618,11.7061,14.8885,14.1356,11.444,12.2399,11.6844,11.8287,13.1244,12.7611,12.0674,13.3949,13.3803,13.4089,13.9002,11.2726,13.6883,11.5053,14.8672,13.4072,13.6339,13.674,14.0721,14.0728,11.5285,13.399,12.1706,10.1548,5.8329,11.8611,12.7912,8.4009,11.5083,10.643,11.2685,12.6475,12.8009,11.0014,11.6425,13.0511,10.9642,13.3246,12.4535,11.0941,10.5575,10.3129,8.1447,13.1008,12.3647,5.0875,11.5003,13.2926,11.7557,13.0141,15.3275,14.0922,15.0917,10.1688,6.8889,13.1694,14.1771,13.6659,11.411,10.7202,13.2264,15.2958,10.3395,8.764,14.3869,11.1456,7.8202,10.0848,10.5392,14.9536,10.1228,11.664,12.758,9.1997,11.0818,10.6662,10.9285,11.7343,9.0975,10.1421,10.218,10.3542,10.2336,10.3608,9.5999,11.7356,9.9054,10.1111,12.1263,12.5458,13.1052,14.7442,16.0361,11.6762,13.4676,16.2233,13.8316,13.7523,13.3012,13.7186,14.7159,11.8009,12.2449,13.1681,14.8146,15.6648,12.9502,13.9784,12.3183,15.3891,19.3965,14.425,11.8074,15.2309,11.6786,15.0578,15.2587,12.9244,15.8721,16.5468,12.9241,13.8676,16.4425,15.0288,14.0847,10.3893,15.71,12.5817,14.9391,12.1494,11.5132,14.6556,15.6871,13.3052,12.1016,7.7142,15.6402,13.1963,15.8278,13.5582,11.8053,9.9204,13.775
"TCGA-E2-A14R-01",13.4282,12.848,11.7628,13.5894,13.6592,11.587,11.8169,8.7371,10.4988,9.1774,11.1935,11.4558,9.3531,8.4553,10.5294,12.3758,10.4767,13.7169,7.098,10.8194,13.1264,13.5641,10.7805,11.0901,12.0348,11.8168,12.0464,12.6398,12.7653,12.1799,13.4062,13.0684,14.1453,12.7561,14.0925,12.4515,13.9862,13.9212,13.9385,14.1313,13.7198,14.2672,10.3049,13.1319,11.3718,9.5755,3.585,10.851,12.8891,9.2336,11.7419,10.1984,10.7591,11.1954,12.9853,9.8408,10.1383,11.6193,10.1252,11.7283,10.2021,10.3869,6.2288,10.3346,11.7211,12.5255,11.3767,7.5157,10.1357,10.1319,11.2685,11.6691,14.3631,14.0803,13.5285,10.9227,6.3058,13.3044,12.4969,13.4948,11.3376,11.7245,12.8663,14.8901,9.6395,10.3328,13.0099,10.4926,7.4346,8.1189,8.2192,12.5999,10.4917,11.014,10.7557,10.3966,15.3139,8.8796,11.4435,11.0688,9.1686,11.6207,11.0967,10.9816,11.7607,10.8603,9.8265,10.6284,10.0071,11.9226,10.6288,11.1049,11.0244,14.4586,16.0402,11.821,13.0318,15.1808,12.9979,14.3809,12.8809,13.5999,15.311,11.9944,12.6516,13.2632,13.3032,15.8936,12.4318,14.8491,11.9069,14.0439,18.999,14.2677,12.2107,14.0422,13.0338,14.9729,15.4247,13.0908,15.6878,15.8763,14.0707,13.8719,15.6226,14.5131,13.7727,10.1778,14.9545,13.7866,14.0043,12.1043,9.9629,13.4954,15.7394,13.1547,11.4974,4.6439,14.5313,12.4919,15.6306,12.2481,11.3168,11.5236,11.1917
"TCGA-E2-A14S-01",14.862,13.6895,11.577,12.7997,14.5859,12.775,12.8788,8.9769,12.1636,10.8525,10.6795,12.1175,10.0013,10.137,11.5641,13.4275,11.1215,14.4478,8.1137,12.4129,13.6594,14.5034,11.8704,11.8025,12.2828,11.8874,12.5302,12.6414,11.7181,13.6121,15.4556,13.5801,14.8768,10.6072,13.6808,11.7855,14.4614,13.5389,14.14,13.9256,13.9273,14.3376,11.5028,12.7558,11.9177,11.2732,4.7004,11.9586,12.7528,8.6935,12.1338,11.3117,11.5097,12.7117,13.859,11.8564,11.9106,13.2441,11.1162,13.1075,11.792,10.6303,10.8478,10.3641,3.3219,13.688,11.8742,4.9069,11.4584,11.0182,12.2458,12.6151,14.6324,15.011,14.4712,9.583,7.4971,13.1508,14.2844,14.3825,11.4455,12.6198,12.9522,16.7413,10.2101,10.0755,14.3357,12.18,7.5236,11.6913,8.7582,14.9955,10.7731,12.8214,13.3242,9.4242,11.724,9.5078,11.8487,13.2916,9.3386,10.4305,10.7082,10.8439,12.0741,9.5058,10.9418,11.8646,10.2095,10.3891,12.2163,12.6881,12.649,14.6336,16.1592,11.8692,13.7135,15.7439,13.2874,14.0617,12.9705,15.5491,14.8956,12.1163,12.4049,13.4351,14.3784,15.2063,9.3707,14.1639,12.5774,15.716,18.8851,14.3046,12.0133,15.2189,11.9155,15.5669,16.2218,13.5548,15.9227,15.8327,14.1586,13.6395,16.6799,14.9283,14.0715,10.2515,15.8706,12.9714,14.5056,13.4914,11.4362,14.5435,15.6779,13.6642,12.4155,6.5546,14.8744,14.6765,15.2825,12.1136,11.8086,11.098,12.2201
"TCGA-E2-A14T-01",14.8266,14.3192,11.7039,12.8329,14.7543,13.048,12.2989,8.7879,12.346,10.3487,10.4512,13.0334,8.4919,9.8811,11.6591,14.2923,11.8427,14.6004,11.1098,12.6746,15.567,15.4833,12.4094,12.3677,11.6284,12.3307,13.3313,13.263,12.5471,14.4969,15.0822,14.14,14.8969,11.2088,13.6059,12.103,15.2495,13.8888,14.2382,14.1518,14.3321,14.4113,11.5479,12.179,12.5157,11.1144,4.6439,11.6764,12.9551,9.7381,11.0708,10.9061,11.6217,12.9328,15.5904,11.8533,12.6445,13.3566,11.4505,14.0586,12.0583,11.2479,12.058,10.9586,5.4919,13.6846,12.2479,9.3707,11.7586,10.5285,12.098,12.1378,15.3886,15.5531,14.6938,11.9359,7.0889,14.3441,14.7219,15.4142,11.4419,10.5555,14.6174,17.156,10.1148,10.8914,14.4365,11.6522,6.3399,10.5887,10.363,15,10.6528,12.6564,12.8828,9.1085,13.739,9.6147,12.2988,12.9136,9.087,10.2923,10.4666,10.4737,11.1861,9.8218,10.722,11.8834,10.1824,10.875,12.317,14.3406,13.4138,14.2445,15.909,12.1618,14.5927,16.7547,14.0765,13.9439,13.3011,14.1762,14.8935,11.7249,12.0861,13.983,15.1801,15.3745,11.7104,14.7565,12.7995,15.9885,19.2338,14.0147,12.115,14.9249,12.3009,15.5854,15.8883,13.4534,16.9659,17.6872,13.7553,14.9466,17.97,17.2865,13.8418,10.5531,15.3371,12.9407,15.0386,11.9887,11.4168,15.1894,15.9239,14.0044,12.9575,9.8376,14.6414,13.75,14.7727,13.2627,11.948,10.2621,13.2985
"TCGA-E2-A14U-01",12.9641,13.4215,12.5172,12.4828,13.765,12.8766,12.3705,9.0768,11.7756,10.6546,10.5535,11.8267,9.0028,9.5887,11.8368,13.7949,11.0231,14.1313,11.4732,12.5267,14.7459,14.1673,11.8337,11.6591,12.6377,12.8769,12.7089,12.4083,12.4359,14.0429,13.5445,13.0161,13.1284,11.9679,13.1417,10.875,14.202,13.382,13.062,13.2332,13.7321,13.8832,12.1016,13.0438,12.0327,10.0661,4.858,11.7104,12.695,9.098,11.3259,10.7977,12.015,12.7406,13.5177,10.6961,11.8467,13.2782,10.9775,14.2004,11.6307,10.769,11.0375,11.0928,9.388,12.9088,12.5433,6.2479,11.7211,12.7381,11.5517,11.3192,15.1128,14.0265,13.9062,10.5371,7.0975,11.2946,12.8478,13.5035,11.163,12.0213,13.0903,15.1825,12.3405,9.557,13.9527,12.099,7.8138,9.7074,10.0553,14.4975,10.1444,12.2264,12.6421,8.1997,11.4758,9.6239,11.3896,12.4863,9.473,8.7039,9.9454,10.8186,6.5546,10.1836,9.5661,11.8967,10.2216,8.9129,12.3404,12.4358,12.5974,14.5435,14.7433,11.1074,12.2869,15.8386,13.6022,13.625,12.8866,14.1194,14.4967,11.9589,11.9238,13.4815,14.1652,15.7304,9.9586,14.5374,12.2476,15.273,20.0385,14.1897,11.9177,15.2711,12.3953,15.1463,15.1333,14.7867,14.9843,15.847,13.6802,14.1456,16.3895,14.2881,12.6582,11.3777,15.7258,12.4589,14.6619,12.4222,11.585,14.713,15.3348,13.4868,12.0421,8.1033,15.8513,12.1018,15.439,13.2018,12.3368,11.4136,10.7863
